@relation TestInstances
@attribute keyword0 numeric
@attribute keyword1 numeric
@attribute keyword2 numeric
@attribute keyword3 numeric
@attribute keyword4 numeric
@attribute keyword5 numeric
@attribute keyword6 numeric
@attribute keyword7 numeric
@attribute keyword8 numeric
@attribute keyword9 numeric
@attribute keyword10 numeric
@attribute keyword11 numeric
@attribute keyword12 numeric
@attribute keyword13 numeric
@attribute keyword14 numeric
@attribute keyword15 numeric
@attribute keyword16 numeric
@attribute keyword17 numeric
@attribute keyword18 numeric
@attribute keyword19 numeric
@attribute keyword20 numeric
@attribute keyword21 numeric
@attribute keyword22 numeric
@attribute keyword23 numeric
@attribute keyword24 numeric
@attribute keyword25 numeric
@attribute keyword26 numeric
@attribute keyword27 numeric
@attribute keyword28 numeric
@attribute keyword29 numeric
@attribute keyword30 numeric
@attribute keyword31 numeric
@attribute keyword32 numeric
@attribute keyword33 numeric
@attribute keyword34 numeric
@attribute keyword35 numeric
@attribute keyword36 numeric
@attribute keyword37 numeric
@attribute keyword38 numeric
@attribute keyword39 numeric
@attribute keyword40 numeric
@attribute keyword41 numeric
@attribute keyword42 numeric
@attribute keyword43 numeric
@attribute keyword44 numeric
@attribute keyword45 numeric
@attribute keyword46 numeric
@attribute keyword47 numeric
@attribute keyword48 numeric
@attribute keyword49 numeric
@attribute keyword50 numeric
@attribute keyword51 numeric
@attribute keyword52 numeric
@attribute keyword53 numeric
@attribute author {0, 1, 2}
@data
16,2,6,3,7,3,0,2,11,0,4,0,22,164,37,120,0,0,0,0,0,7,132,0,2,3,82,26,3,6,3,4,1,1,11,30,18,18,32,4,32,36,47,10,18,83,35,101,114,89,81,41,106,83,?
8,1,8,2,9,3,1,5,6,1,5,0,4,100,32,97,0,0,0,0,0,8,75,1,2,11,37,26,3,6,3,2,0,3,7,14,11,27,7,1,26,27,37,10,17,36,35,42,46,43,83,41,46,52,?
16,4,11,3,10,0,1,0,19,1,3,0,15,183,41,139,0,0,0,0,0,14,150,1,6,9,93,26,7,11,6,7,0,2,20,50,30,36,35,4,36,49,50,17,22,81,38,84,112,77,109,43,100,119,?
9,2,1,0,20,4,0,0,14,1,6,3,15,219,60,136,0,0,0,0,0,10,140,6,13,2,80,27,0,9,3,4,0,2,9,55,24,43,27,0,115,47,49,30,25,67,49,67,80,67,136,54,130,94,?
8,1,3,3,10,6,1,2,17,2,4,1,16,171,46,122,0,0,0,0,0,13,136,4,6,8,71,30,1,12,1,4,0,4,9,27,13,30,34,1,51,48,53,23,22,77,40,44,76,103,90,44,91,79,?
19,5,10,4,13,14,1,3,29,0,8,0,16,211,33,147,0,0,0,0,0,11,138,6,8,12,120,23,6,17,6,4,6,4,20,56,32,39,51,2,31,77,76,44,49,80,45,87,137,69,95,53,171,86,?
2,0,0,2,4,2,0,1,12,4,6,1,7,125,39,64,0,0,0,0,0,13,71,10,3,3,34,16,2,6,5,2,2,0,5,19,11,13,17,1,33,40,52,19,14,40,21,39,50,24,68,19,72,40,?
0,0,2,1,8,0,0,0,9,1,3,0,29,184,63,89,0,0,0,0,0,6,157,4,3,6,79,16,3,14,2,7,0,5,13,32,13,12,32,0,96,42,50,35,20,68,46,61,91,50,81,54,104,71,?
11,3,1,1,11,2,0,1,11,1,2,0,24,237,100,110,1,0,0,0,0,18,169,6,6,7,74,35,5,9,4,14,5,5,17,38,11,41,36,1,86,42,79,51,23,101,54,43,74,55,120,53,175,117,?
4,2,0,2,10,4,1,4,20,3,0,0,7,201,45,78,1,1,0,0,0,13,123,6,7,7,83,27,4,11,4,4,0,2,10,20,13,40,30,1,41,41,50,24,24,78,46,50,65,65,91,55,85,53,?
4,2,9,0,18,3,0,0,7,2,3,1,15,193,69,128,0,0,0,0,0,9,156,1,3,8,105,27,5,17,4,4,1,2,13,40,13,26,44,0,86,56,78,34,49,87,33,102,86,74,76,44,95,75,?
12,1,2,0,11,3,0,0,17,3,4,0,15,198,63,120,0,0,0,0,0,10,127,1,7,11,66,24,3,16,2,4,5,2,13,23,19,19,38,2,63,48,54,35,19,78,38,60,78,59,98,54,103,79,?
10,0,0,2,10,0,1,0,13,1,7,1,10,203,64,128,0,0,0,0,0,13,140,8,3,14,68,38,10,9,1,4,1,2,10,37,10,33,25,0,139,62,72,19,25,42,42,70,117,80,113,41,77,77,?
7,2,0,1,10,4,0,1,12,4,1,1,13,202,55,151,1,0,0,0,0,10,173,1,8,7,95,26,2,12,5,12,0,0,11,40,14,13,28,1,80,66,62,19,28,82,42,128,136,80,99,47,104,81,?
3,0,5,0,13,0,4,0,19,3,1,0,18,239,74,180,0,0,2,1,0,11,161,2,5,11,106,33,3,13,2,3,1,5,21,38,21,31,49,0,100,55,59,21,41,85,40,125,165,123,117,89,110,119,?
7,3,1,0,9,1,0,0,4,2,4,5,24,206,56,138,0,0,0,0,0,11,120,4,9,8,72,30,2,11,1,2,2,2,9,35,17,39,34,1,56,59,55,19,34,59,39,108,124,76,89,78,112,67,?
8,0,4,3,11,2,2,2,18,0,0,0,10,197,37,116,0,0,0,0,0,15,119,1,4,9,84,25,7,15,5,2,0,2,6,31,16,17,27,3,34,40,52,20,27,71,23,59,92,80,85,53,87,69,?
22,3,4,2,6,2,1,3,21,2,4,3,16,191,63,111,0,0,0,0,0,5,118,1,4,11,88,25,5,9,10,7,1,2,7,32,19,27,19,2,54,51,44,23,17,67,36,60,62,69,100,44,95,68,?
5,2,7,2,10,2,0,2,14,5,3,3,13,187,52,83,1,0,1,0,0,5,84,5,6,4,79,13,3,9,3,2,3,3,9,32,12,15,29,1,52,56,57,40,19,49,24,46,82,45,72,27,164,62,?
10,10,3,0,14,3,0,7,7,2,2,2,11,176,49,99,0,0,0,0,0,11,156,0,4,4,81,30,2,16,5,9,0,3,16,38,12,24,33,1,42,41,44,19,24,70,41,55,67,56,73,63,104,70,?
7,0,3,4,8,2,3,0,13,5,1,0,22,256,59,123,0,0,0,0,0,12,151,4,7,7,83,43,8,17,5,5,5,6,13,35,9,46,47,3,63,65,57,27,18,97,37,85,88,84,122,69,116,93,?
42,4,14,11,13,14,0,23,13,2,3,2,6,158,65,86,2,0,0,0,0,3,108,4,11,2,65,37,0,10,2,6,1,1,5,12,14,38,16,0,23,46,30,19,10,59,33,41,33,34,81,44,47,51,?
18,1,9,3,9,6,1,6,16,2,7,1,9,225,68,117,1,0,0,0,0,6,158,6,6,6,112,33,3,15,5,8,2,3,8,32,17,58,36,2,77,45,78,51,20,109,45,46,77,92,91,60,123,120,?
20,0,7,5,10,10,2,10,15,4,8,3,7,174,47,128,0,0,0,0,0,10,169,5,6,6,90,26,4,11,8,5,1,5,19,32,12,45,22,6,64,55,59,38,22,69,33,83,107,90,96,51,78,114,?
30,4,4,6,11,4,0,5,17,2,6,2,8,187,25,158,0,0,0,0,0,8,198,0,4,5,127,18,3,10,10,12,6,7,16,26,28,27,33,3,54,54,104,46,17,110,50,78,95,112,98,54,96,87,?
31,3,9,7,29,4,2,8,27,3,13,2,24,314,59,201,2,2,0,0,0,14,191,2,8,5,139,47,3,12,7,11,4,7,25,51,24,56,42,3,56,67,92,38,32,112,50,160,153,162,143,101,150,145,?
17,6,16,8,19,2,1,13,29,0,9,0,3,181,30,133,3,0,0,0,0,9,114,2,4,6,64,31,2,10,4,7,1,5,6,21,23,54,27,2,26,53,65,19,25,61,27,67,65,107,66,67,56,72,?
16,0,1,3,6,3,1,6,9,1,2,0,13,132,30,90,0,0,0,0,0,10,89,2,5,5,41,18,4,10,3,2,0,2,11,15,13,35,21,0,61,55,37,20,21,45,33,70,92,67,78,46,52,70,?
11,0,6,4,14,0,0,4,20,0,3,2,20,197,51,118,1,1,0,0,0,6,162,3,9,9,71,28,5,10,1,7,0,2,16,41,16,68,13,1,92,57,59,27,24,88,34,104,83,112,104,81,67,121,?
20,0,4,0,13,3,0,2,9,0,2,0,13,212,28,131,1,0,0,0,0,7,172,3,2,7,90,17,1,6,3,1,1,3,18,40,13,30,33,6,99,51,49,19,26,77,32,66,97,88,96,54,54,87,?
21,2,10,0,26,6,4,9,25,5,7,2,18,382,88,188,1,1,0,0,0,10,214,15,7,8,110,49,3,17,1,5,4,4,17,42,23,65,46,1,82,89,87,52,41,102,47,98,133,105,160,95,125,147,?
43,9,9,2,19,14,2,10,31,2,6,0,14,290,88,148,1,0,0,0,0,4,177,3,7,3,117,38,7,20,12,1,7,2,17,49,18,66,21,2,61,78,54,47,18,79,50,61,91,97,128,56,118,125,?
25,12,9,16,20,15,5,2,30,12,2,3,27,217,58,162,1,0,0,0,0,7,118,6,13,15,97,57,1,16,5,2,0,0,9,44,25,30,25,5,23,70,48,17,36,51,46,64,92,60,122,75,97,96,?
20,1,13,2,8,1,0,2,12,1,3,0,9,142,35,139,1,0,0,0,0,8,126,2,2,4,94,31,7,5,2,6,2,2,12,33,10,35,20,6,53,29,52,20,25,58,31,56,82,112,91,46,49,72,?
32,0,1,1,10,1,0,1,9,1,2,4,1,127,21,114,2,0,0,0,0,6,53,1,2,7,56,17,1,13,1,0,0,1,8,15,11,27,12,1,13,38,26,7,14,36,31,30,53,73,72,32,54,63,?
7,1,1,0,9,1,0,0,23,1,5,1,49,251,103,150,0,1,3,2,5,21,177,3,4,15,120,56,6,10,0,4,6,0,14,51,14,33,40,4,167,60,67,28,22,106,74,105,65,75,136,66,167,132,?
35,2,8,8,12,4,2,8,6,1,9,1,3,176,47,144,1,0,0,0,0,11,124,2,0,8,88,33,4,12,2,3,2,3,12,35,9,28,19,5,56,67,47,15,31,79,17,64,122,78,82,56,28,90,?
28,6,12,9,15,14,2,8,16,1,3,0,3,185,35,143,0,0,0,0,0,3,97,2,1,9,77,30,2,14,7,7,2,2,7,42,17,30,11,2,42,66,36,16,26,47,26,53,57,83,117,67,23,95,?
21,3,1,3,8,5,0,7,21,2,2,1,9,157,35,99,3,1,0,0,0,18,93,3,7,6,48,32,1,7,4,4,1,5,5,33,7,27,17,2,19,41,53,32,17,56,27,26,38,35,86,55,67,62,?
35,1,5,0,15,4,0,5,42,2,9,0,13,206,54,148,2,2,0,0,0,13,182,9,3,4,104,47,6,8,7,3,0,8,15,30,13,45,27,0,61,58,68,35,23,98,41,75,79,72,109,56,84,91,?
21,1,4,0,10,0,1,0,40,0,4,4,12,205,37,163,0,0,0,0,0,13,142,1,4,7,88,26,3,22,3,7,1,1,10,24,15,28,38,0,74,47,48,14,27,83,34,73,126,85,110,55,98,113,?
25,8,15,2,11,6,4,7,30,1,4,3,7,145,38,155,2,0,0,0,0,8,132,1,7,6,112,33,1,11,4,7,0,7,17,28,19,29,34,5,48,36,45,24,36,69,24,63,80,90,94,56,69,79,?
23,8,9,1,14,6,3,7,44,1,14,6,12,225,64,229,0,0,0,0,0,9,268,2,8,13,137,44,8,17,6,12,4,1,31,46,33,35,44,12,67,70,93,37,48,129,49,105,173,109,136,82,116,100,?
37,3,2,4,20,13,2,12,46,7,6,3,19,215,68,171,5,0,0,0,0,14,157,5,6,13,107,54,2,15,10,5,3,5,18,59,23,59,45,3,20,55,63,45,28,90,30,64,75,56,138,68,122,89,?
26,4,3,3,20,7,3,3,42,2,5,2,8,175,32,119,3,0,0,0,0,2,79,1,6,12,75,26,6,14,13,6,1,8,5,37,30,26,37,1,15,45,61,21,21,86,31,60,75,47,71,66,130,77,?
44,4,4,6,17,8,5,16,49,4,13,3,13,283,46,197,6,1,0,0,0,13,215,1,11,8,112,37,7,25,7,17,0,2,21,69,29,30,58,8,24,86,93,30,22,107,45,98,94,120,134,110,108,94,?
80,25,7,5,6,21,4,14,19,2,4,8,6,191,29,149,9,0,1,0,0,4,98,2,7,8,77,21,3,17,10,6,0,1,9,38,31,37,29,8,16,51,47,26,14,65,20,23,75,72,75,57,103,58,?
35,5,1,8,8,3,2,4,15,0,3,1,7,89,9,90,3,0,0,0,0,3,89,2,0,3,56,17,4,6,1,7,1,0,6,20,16,15,14,3,21,41,24,12,10,50,13,30,34,38,38,25,39,39,?
19,8,5,9,7,7,1,5,7,2,6,0,11,151,51,151,0,0,0,0,0,9,148,3,0,4,75,34,6,10,4,6,1,2,15,43,21,31,31,4,27,37,38,15,26,61,24,56,71,59,69,43,65,83,?
6,1,3,0,8,5,0,0,18,0,5,3,51,236,70,140,0,4,5,1,2,16,156,3,10,6,84,30,1,10,6,2,2,5,7,35,13,29,34,1,98,47,58,20,28,81,77,81,91,76,124,59,120,90,?
6,0,2,0,6,4,4,2,5,2,1,0,5,104,35,69,2,0,1,0,0,4,94,2,0,2,80,21,0,7,6,2,8,0,4,28,5,33,20,5,11,14,28,19,17,19,32,25,25,19,52,24,43,63,?
7,1,2,0,2,5,2,0,6,4,2,4,15,166,61,119,0,3,0,1,4,16,145,0,1,3,89,41,0,9,3,0,6,2,11,38,11,67,21,4,46,24,48,18,41,49,47,42,99,63,104,46,88,109,?
2,0,7,0,6,3,6,0,8,4,1,0,9,164,45,131,0,0,0,1,0,8,146,1,2,3,93,29,1,5,8,3,1,0,7,40,10,41,21,2,27,24,38,28,19,37,41,54,85,84,84,50,76,101,?
5,4,1,3,5,1,5,1,2,4,0,1,2,72,39,84,0,0,0,0,0,11,88,1,1,3,37,43,0,12,0,0,2,0,0,32,6,34,24,8,17,17,28,10,13,34,33,9,37,15,78,30,31,74,?
7,2,3,1,3,2,3,1,4,1,1,4,13,97,33,111,0,0,5,1,2,4,135,0,1,1,60,57,1,8,8,2,2,2,2,33,10,16,19,2,40,26,30,16,14,46,26,40,81,27,70,33,46,55,?
6,0,2,5,1,2,2,0,4,3,0,3,7,116,43,110,0,1,1,0,0,2,136,0,3,11,83,37,0,8,8,7,1,1,8,35,9,35,18,6,53,37,34,22,14,56,38,40,60,60,72,39,46,58,?
3,2,1,0,3,2,0,0,6,5,5,5,14,165,49,140,0,0,6,0,0,6,107,6,2,5,94,39,2,10,3,1,8,2,8,38,9,51,20,3,61,38,50,29,30,73,40,47,82,76,106,64,110,104,?
9,0,5,0,3,3,7,0,15,6,5,4,12,260,107,168,0,1,3,2,3,13,156,2,4,2,102,53,5,8,3,5,5,2,9,59,10,73,45,3,80,50,78,23,48,94,57,95,115,71,149,68,120,117,?
2,3,2,0,2,7,3,0,1,2,3,1,21,166,53,153,0,0,8,3,0,4,203,1,1,3,117,43,0,9,11,3,6,4,5,36,10,15,19,4,43,31,58,25,35,67,40,31,69,51,78,40,69,89,?
22,0,1,0,5,2,3,0,8,4,1,0,22,224,55,132,1,1,3,2,1,11,171,2,1,5,86,58,2,4,16,2,1,2,6,28,9,54,17,4,38,32,51,30,24,61,63,62,66,73,94,62,86,74,?
20,2,2,0,0,3,2,0,2,4,1,1,17,200,68,129,0,1,4,0,2,12,139,0,1,3,91,49,0,12,16,0,1,2,6,22,9,28,22,5,34,33,40,31,25,51,50,49,65,50,97,69,90,83,?
5,1,1,1,3,3,1,0,9,0,2,2,26,184,57,153,1,4,2,1,0,6,150,0,5,2,96,47,2,8,4,2,2,1,3,36,10,39,35,2,83,37,65,12,28,75,40,68,114,59,100,48,82,116,?
6,1,0,0,1,3,6,0,14,0,0,1,11,134,31,96,0,2,5,1,0,4,122,0,1,2,69,39,5,6,5,4,0,1,7,29,7,31,26,5,33,28,41,13,28,47,32,49,73,36,55,43,70,59,?
7,1,4,0,4,3,1,0,8,1,1,28,23,177,55,140,0,1,0,1,1,7,134,2,0,3,103,34,1,6,8,10,0,1,6,43,10,52,29,8,26,30,67,14,43,52,67,33,76,56,111,34,91,95,?
8,2,0,0,8,1,2,0,7,4,1,29,10,140,59,138,3,0,0,0,0,12,147,0,2,7,133,39,2,8,4,1,1,3,6,37,12,40,16,7,29,50,49,15,35,50,88,41,71,34,109,60,83,62,?
1,0,6,1,4,3,1,2,4,5,1,20,20,239,56,151,0,1,4,1,0,17,157,1,2,2,114,41,0,3,8,4,4,2,4,45,7,42,49,0,50,38,55,20,53,49,78,58,70,100,105,57,127,114,?
11,3,1,1,5,4,2,0,9,4,2,12,22,198,42,144,0,0,0,2,0,18,151,1,4,0,127,38,0,3,11,5,4,1,8,43,16,53,30,14,57,33,66,12,34,62,52,58,80,51,109,34,95,97,?
6,0,1,2,2,5,3,0,2,4,2,3,24,294,71,168,0,0,1,0,1,11,213,1,0,2,135,35,1,13,11,1,6,0,13,54,14,58,34,8,107,46,70,30,36,74,74,51,70,62,147,67,118,128,?
27,3,2,3,11,4,6,0,9,11,3,11,9,174,41,118,0,0,1,0,0,10,153,1,1,2,124,31,2,10,14,1,3,0,10,29,21,48,16,10,21,51,47,16,25,48,64,24,57,67,74,37,90,83,?
52,11,1,4,4,22,8,8,6,1,6,1,0,20,15,69,20,0,0,0,0,2,4,0,3,16,14,26,3,2,6,1,0,0,1,3,24,15,3,2,1,11,27,6,5,2,8,6,25,11,32,30,3,13,?
55,8,0,3,2,17,6,1,2,0,6,1,0,4,2,35,9,0,0,0,0,1,0,0,4,7,13,10,0,4,0,0,0,0,5,3,15,6,2,3,3,10,14,2,1,1,2,0,15,1,32,13,2,16,?
139,13,3,10,3,23,4,11,2,0,8,5,0,6,1,96,21,0,0,0,0,0,3,0,3,2,12,11,1,2,3,6,0,0,2,2,18,6,2,4,1,17,41,1,2,2,0,0,17,4,12,3,2,10,?
84,20,0,6,8,19,12,9,3,0,6,4,0,5,2,59,11,0,0,0,0,0,0,0,2,1,4,3,1,1,2,0,0,0,4,1,17,8,1,1,2,10,23,11,2,0,0,2,13,7,24,12,1,7,?
69,10,0,8,4,20,8,6,4,1,10,2,0,11,8,68,14,1,0,0,0,4,1,0,1,12,14,12,0,7,6,2,0,1,8,0,18,17,3,7,1,12,20,13,4,0,3,2,25,8,25,19,4,21,?
75,9,0,11,3,19,4,9,3,0,6,0,0,16,2,62,9,0,0,0,0,4,2,0,1,6,16,7,0,2,4,2,0,0,2,3,27,12,5,5,0,7,22,13,10,8,2,3,27,17,28,11,3,14,?
44,9,2,4,0,12,6,6,5,0,7,1,0,7,2,57,9,0,0,0,0,3,0,0,1,7,15,6,0,7,2,0,0,1,5,6,17,13,3,6,1,9,13,0,2,3,4,17,15,4,29,10,5,13,?
50,5,0,4,3,16,3,16,1,0,5,0,0,3,0,30,5,0,0,0,0,1,0,0,1,6,12,4,1,1,4,0,0,0,1,0,11,9,0,3,1,7,13,3,1,0,0,2,9,0,12,8,0,10,?
44,6,0,4,12,17,6,5,2,0,0,0,0,22,4,44,10,0,0,0,0,3,2,0,2,7,15,23,0,2,6,0,0,0,3,5,14,16,5,1,0,5,13,13,3,5,7,6,8,8,43,28,6,13,?
37,4,0,2,3,14,2,20,3,0,8,1,0,13,10,47,4,0,0,0,0,4,3,0,2,1,27,17,0,1,1,1,0,1,3,2,7,7,4,4,0,8,11,4,2,6,6,0,7,3,24,12,8,9,?
38,7,0,5,3,12,6,10,0,0,5,1,0,15,4,48,4,0,0,0,0,0,2,1,2,4,5,17,0,4,4,1,0,0,1,3,22,7,2,3,0,6,9,18,4,1,2,0,8,5,36,12,3,15,?
51,18,0,5,3,13,1,3,1,2,3,3,0,19,2,48,16,0,0,0,0,3,3,0,0,5,13,13,0,3,3,0,0,2,1,1,14,12,5,3,0,6,20,4,14,5,5,3,24,9,29,17,27,14,?
53,10,0,1,5,18,3,7,2,0,8,2,0,11,1,54,14,0,0,0,0,4,0,0,1,4,18,9,0,2,3,2,0,1,1,2,11,12,6,1,0,8,15,1,3,3,0,3,12,5,37,16,7,9,?
54,3,0,7,6,21,9,6,1,0,7,2,0,28,0,66,15,0,0,0,0,2,7,0,0,7,21,16,0,3,2,0,0,0,7,10,14,16,5,3,7,6,24,7,11,5,4,11,39,11,26,11,4,20,?
54,4,0,3,3,16,2,7,2,0,5,2,0,17,4,47,9,0,0,0,0,2,3,0,0,1,22,13,0,3,4,1,0,0,1,7,11,8,1,2,1,14,10,7,5,3,1,13,30,7,23,27,8,11,?
61,11,1,4,4,16,4,9,4,0,7,0,0,14,3,47,15,0,0,0,0,6,8,1,0,3,19,17,1,3,3,1,0,0,0,5,8,15,3,5,1,10,23,18,6,1,3,4,19,6,27,14,3,9,?
77,21,0,7,7,27,6,9,3,0,1,3,0,11,4,83,22,0,0,0,0,1,0,1,1,14,11,20,0,1,2,1,0,0,4,2,22,8,4,1,1,13,23,6,0,0,0,3,19,4,25,7,5,12,?
64,9,0,5,3,38,9,17,3,1,1,0,0,22,2,47,13,0,0,0,0,5,1,0,0,6,13,20,0,0,3,2,0,0,0,0,21,12,4,2,0,8,20,5,3,0,1,3,9,1,35,14,4,11,?
72,12,0,7,5,24,6,18,3,0,7,1,0,17,2,61,14,0,0,0,0,3,0,1,5,8,10,15,0,0,2,2,0,0,2,1,16,8,7,4,3,9,15,3,5,3,1,0,9,2,30,13,8,12,?
137,21,0,15,7,42,5,11,1,0,7,4,0,7,3,94,22,0,0,0,0,0,1,0,0,6,21,7,0,6,3,0,0,0,8,5,40,13,3,3,2,8,30,10,5,0,3,0,9,13,23,6,13,13,?
51,6,2,5,10,18,4,11,2,0,7,3,0,16,4,56,7,0,0,0,0,3,0,0,2,4,12,19,0,2,3,2,0,0,2,3,17,11,6,0,3,12,23,4,3,4,4,4,9,3,28,25,6,11,?
58,16,0,5,2,18,11,3,1,1,4,0,0,25,5,62,15,0,0,0,0,6,4,0,3,11,20,9,1,4,8,2,0,0,3,3,24,13,5,2,2,7,11,13,4,1,2,2,9,2,36,27,9,20,?
56,14,1,4,7,17,3,8,3,0,8,0,0,20,3,58,14,0,0,0,0,6,6,0,2,6,12,26,0,4,10,2,0,0,1,2,19,8,0,3,2,15,13,5,5,8,8,8,12,1,46,27,7,17,?
65,21,1,6,5,21,6,9,3,0,1,2,0,21,3,62,9,0,0,0,0,4,1,0,0,7,16,18,0,1,5,1,0,0,0,3,16,8,3,0,0,12,18,16,1,1,3,1,12,0,44,14,1,14,?
88,24,2,6,9,20,8,16,4,0,9,1,0,9,3,81,12,0,0,0,0,4,1,0,2,8,17,18,2,6,0,5,0,0,1,1,27,18,1,2,1,12,17,6,11,1,3,6,17,1,45,15,5,20,?
79,12,1,5,6,28,12,9,1,0,6,2,0,11,1,69,15,0,0,0,0,1,0,0,2,10,11,15,0,4,0,0,0,1,2,4,23,13,2,3,2,11,11,1,3,0,2,1,15,2,27,18,3,9,?
35,17,0,3,3,24,8,10,2,0,5,1,0,18,4,56,7,0,0,0,0,1,1,0,5,8,19,12,0,4,4,1,0,0,0,2,27,13,2,1,1,9,12,3,1,1,1,1,9,1,35,14,2,13,?
45,9,0,3,3,20,6,10,1,0,3,2,0,9,3,39,17,0,0,0,0,5,1,1,2,9,13,27,0,4,2,0,0,0,0,1,13,6,1,3,1,8,7,5,3,0,2,4,2,0,26,11,6,8,?
60,30,0,4,4,34,6,13,2,1,10,2,0,5,4,48,9,0,0,0,0,1,0,0,2,9,14,11,0,3,5,1,0,0,1,1,22,7,0,3,2,8,19,10,2,0,1,1,4,1,16,4,3,6,?
40,10,0,5,4,18,3,8,1,1,4,15,0,20,4,58,10,0,0,0,0,1,1,0,2,4,18,12,0,3,4,2,0,0,0,3,33,7,6,3,1,23,17,5,15,4,3,4,11,5,46,29,1,9,?
64,18,0,1,5,25,5,8,1,0,2,16,0,23,8,47,29,0,0,0,0,3,3,0,3,7,24,16,0,0,3,2,0,0,0,2,20,4,3,2,0,12,27,3,8,0,2,6,12,5,30,30,2,14,?
55,11,2,5,9,21,1,6,7,0,5,0,0,6,4,32,12,0,0,0,0,0,1,0,4,4,7,11,0,2,2,0,0,1,0,4,11,8,3,1,3,10,17,2,3,0,0,1,7,1,36,16,2,7,?
74,18,6,4,9,16,14,7,4,0,3,2,0,9,1,55,12,0,0,0,0,1,0,0,0,6,17,5,1,5,3,0,0,0,1,3,27,12,2,0,1,10,17,8,2,0,2,1,3,1,27,11,2,10,?
44,15,1,11,7,44,8,13,1,0,10,1,0,9,3,63,11,0,0,0,0,3,0,0,3,3,9,14,0,3,3,1,0,0,4,2,13,2,5,2,3,4,18,3,1,1,1,0,9,4,31,18,0,11,?
