@relation TrainInstances
@attribute keyword0 numeric
@attribute keyword1 numeric
@attribute keyword2 numeric
@attribute keyword3 numeric
@attribute keyword4 numeric
@attribute keyword5 numeric
@attribute keyword6 numeric
@attribute keyword7 numeric
@attribute keyword8 numeric
@attribute keyword9 numeric
@attribute keyword10 numeric
@attribute keyword11 numeric
@attribute keyword12 numeric
@attribute keyword13 numeric
@attribute keyword14 numeric
@attribute keyword15 numeric
@attribute keyword16 numeric
@attribute keyword17 numeric
@attribute keyword18 numeric
@attribute keyword19 numeric
@attribute keyword20 numeric
@attribute keyword21 numeric
@attribute keyword22 numeric
@attribute keyword23 numeric
@attribute keyword24 numeric
@attribute keyword25 numeric
@attribute keyword26 numeric
@attribute keyword27 numeric
@attribute keyword28 numeric
@attribute keyword29 numeric
@attribute keyword30 numeric
@attribute keyword31 numeric
@attribute keyword32 numeric
@attribute keyword33 numeric
@attribute keyword34 numeric
@attribute keyword35 numeric
@attribute keyword36 numeric
@attribute keyword37 numeric
@attribute keyword38 numeric
@attribute keyword39 numeric
@attribute keyword40 numeric
@attribute keyword41 numeric
@attribute keyword42 numeric
@attribute keyword43 numeric
@attribute keyword44 numeric
@attribute keyword45 numeric
@attribute keyword46 numeric
@attribute keyword47 numeric
@attribute keyword48 numeric
@attribute keyword49 numeric
@attribute keyword50 numeric
@attribute keyword51 numeric
@attribute keyword52 numeric
@attribute keyword53 numeric
@attribute author {0, 1, 2}
@data
6,1,1,1,1,2,1,1,8,2,0,1,21,139,47,94,0,0,0,0,0,8,78,4,4,3,54,31,6,7,2,8,0,4,13,25,9,25,28,1,31,34,23,16,22,59,33,104,78,75,73,39,77,64,0
3,1,1,0,1,0,1,0,8,3,2,2,22,182,70,113,0,0,0,0,1,21,142,3,7,9,82,37,5,10,3,3,6,3,7,47,10,22,22,7,63,35,51,20,30,59,31,68,76,52,101,49,90,60,1
5,1,2,0,10,3,0,0,13,1,2,4,26,206,91,146,1,2,0,0,0,20,142,3,4,9,115,42,6,9,4,5,4,3,9,47,21,24,25,7,57,55,47,29,29,96,44,97,94,34,119,66,160,88,1
5,5,1,1,9,2,1,2,24,4,1,3,26,197,94,116,0,0,3,2,1,9,149,5,9,6,108,30,2,11,7,3,2,4,14,33,11,20,23,1,73,45,49,17,25,77,57,64,69,47,123,61,135,103,1
10,3,2,2,11,9,0,1,19,0,4,2,34,187,68,112,0,1,0,1,1,10,133,1,8,7,93,26,2,7,3,4,4,3,9,35,11,39,17,9,91,34,62,23,35,74,52,62,59,60,97,73,133,92,1
11,0,0,0,7,1,3,1,17,2,2,5,39,227,126,98,1,0,1,1,0,12,114,3,7,10,91,39,9,14,2,2,2,0,13,44,17,31,26,2,58,41,49,28,23,71,65,58,51,65,140,79,137,115,1
2,3,6,0,7,3,5,0,8,0,4,4,12,112,48,110,1,0,1,0,1,8,128,2,2,4,74,54,2,10,1,4,3,0,2,35,11,45,36,1,25,29,53,12,25,59,50,46,58,55,72,30,90,86,1
16,1,1,2,7,2,2,0,12,1,4,4,20,155,51,90,0,2,2,0,1,14,110,0,5,6,84,40,0,6,3,3,4,0,10,20,19,25,17,5,44,38,43,18,18,59,49,36,48,28,95,35,112,63,1
2,1,0,1,4,2,0,0,13,3,3,1,26,171,68,115,0,0,1,3,0,20,121,0,6,4,84,46,4,4,7,2,2,0,10,17,4,21,29,2,94,44,43,14,32,65,39,73,66,65,123,41,119,79,1
6,3,1,0,3,1,1,0,12,2,1,0,10,153,72,100,0,1,1,0,1,12,94,2,4,8,69,25,2,7,2,1,5,0,12,20,12,18,18,4,38,34,52,13,17,43,37,40,48,26,99,32,112,48,1
7,1,4,0,5,3,0,0,13,1,1,1,17,173,54,133,0,2,0,2,0,11,132,4,9,6,95,39,2,13,3,4,2,2,10,37,10,9,32,5,62,43,48,19,19,79,43,41,66,51,74,34,96,87,1
6,0,3,1,2,4,2,0,10,3,3,1,4,133,33,115,0,0,0,2,0,16,61,1,8,8,64,20,1,6,4,1,2,2,8,26,10,23,13,4,18,31,44,9,19,36,21,49,50,62,89,45,91,40,1
1,1,4,0,0,3,2,0,13,0,2,2,14,171,61,125,0,1,2,2,0,14,155,2,4,5,117,27,0,9,7,7,5,3,4,47,8,32,33,4,75,39,61,18,41,58,60,49,97,85,107,32,133,83,1
4,0,1,0,2,4,4,0,13,1,2,2,11,148,59,115,0,0,0,0,0,11,146,1,11,3,88,31,0,9,10,1,0,0,6,32,6,33,15,4,71,19,44,16,24,46,45,38,39,47,102,64,112,74,1
13,2,3,1,4,2,2,0,14,2,4,0,24,226,67,148,0,1,3,1,2,13,165,0,5,7,110,39,1,8,5,2,8,4,9,41,21,60,34,6,79,25,61,42,50,80,66,55,71,68,131,81,115,99,1
8,0,1,1,3,1,7,0,11,3,2,2,13,132,50,138,0,1,1,0,1,9,128,0,0,4,88,33,0,4,7,5,2,1,2,25,9,55,15,4,32,32,55,13,15,51,37,36,59,65,112,57,70,77,1
3,1,3,0,5,1,5,1,20,5,0,1,26,169,65,128,0,2,1,0,0,8,128,3,4,9,87,30,1,11,5,1,4,3,6,39,16,36,20,5,53,44,56,10,27,72,57,50,59,63,82,44,89,99,1
16,2,1,0,8,2,6,0,23,7,4,2,35,252,98,169,1,0,6,0,0,16,187,0,4,5,129,45,2,7,7,2,4,2,12,59,16,49,36,5,68,73,64,27,32,92,67,53,71,98,156,68,96,112,1
18,4,3,1,5,5,5,2,10,2,9,4,13,144,45,96,0,0,1,0,0,2,94,0,2,1,66,17,3,5,10,5,3,0,6,32,19,32,8,5,12,38,46,16,26,36,32,51,49,37,68,33,50,59,1
13,1,0,1,2,3,5,0,14,0,1,5,10,129,44,113,0,0,4,0,2,5,111,0,4,4,75,37,3,5,3,5,3,2,9,43,10,32,23,3,62,18,48,21,30,51,32,46,48,25,53,32,72,82,1
9,1,7,1,1,0,5,0,8,2,4,0,12,149,53,120,0,1,2,0,1,10,143,2,1,2,95,33,7,6,5,5,2,3,6,37,12,25,23,4,27,31,55,12,33,51,41,38,63,77,72,42,49,64,1
44,18,0,2,9,19,6,6,12,0,7,1,0,10,1,26,8,0,0,0,0,2,0,2,0,5,6,10,0,1,3,1,0,0,2,6,9,6,3,2,3,6,11,3,3,2,2,0,19,4,24,9,3,8,2
64,24,0,5,5,20,7,22,7,1,6,4,0,6,1,54,10,0,0,0,0,2,1,12,0,5,14,14,0,2,0,0,0,1,5,2,18,7,2,3,1,9,19,3,5,3,3,0,16,5,20,11,1,8,2
70,14,0,8,2,28,1,14,2,0,7,3,0,5,1,65,14,0,0,0,0,0,0,12,4,6,18,15,1,3,6,0,0,0,3,2,21,5,2,4,4,5,19,5,0,0,1,0,11,0,27,14,4,10,2
49,12,0,5,2,15,9,10,4,0,9,1,0,7,1,42,13,0,0,0,0,2,0,0,2,5,16,12,1,1,1,1,0,0,4,6,12,10,2,1,0,3,13,2,1,0,0,0,15,1,19,17,2,7,2
36,16,2,1,9,22,3,16,4,0,2,3,0,22,5,42,11,0,0,0,0,2,2,2,1,9,16,7,0,4,2,1,0,0,0,0,17,8,4,0,2,4,12,8,2,4,4,0,9,4,39,12,2,9,2
43,12,0,3,7,25,3,5,1,0,4,1,0,9,1,30,13,0,0,0,0,1,0,0,0,4,8,5,5,2,5,1,0,0,2,2,17,6,4,1,0,5,13,8,4,1,2,2,8,0,28,17,2,8,2
47,12,0,9,5,33,6,6,6,0,2,0,0,7,4,46,7,0,0,0,0,1,0,2,1,7,7,13,5,3,1,0,0,0,3,0,29,9,3,2,2,7,11,2,0,0,4,0,5,2,32,15,1,13,2
44,15,7,3,5,27,6,6,4,0,12,1,0,5,2,52,4,0,0,0,0,4,1,1,1,3,10,17,0,7,0,0,0,0,2,4,5,12,0,1,6,8,11,2,2,0,0,4,17,2,21,10,4,7,2
65,26,1,10,9,18,4,12,4,1,3,1,0,9,1,79,14,0,0,0,0,1,1,0,1,6,16,15,2,2,2,1,0,0,2,2,14,8,3,4,9,10,26,2,0,2,3,1,13,2,23,18,4,9,2
48,17,0,8,13,20,6,4,3,1,7,1,0,11,0,39,11,0,0,0,0,4,1,2,2,5,13,9,1,2,1,0,0,0,1,5,12,7,4,1,0,8,10,3,3,1,2,1,5,5,23,13,2,5,2
62,15,2,5,3,22,3,6,6,0,7,0,0,7,2,69,21,0,0,0,0,1,2,9,3,18,12,11,0,6,6,1,0,1,5,5,22,9,0,1,0,8,23,1,2,0,3,0,15,7,49,22,1,16,2
34,12,0,11,4,16,4,9,7,0,3,2,0,10,6,48,11,0,0,0,0,1,0,2,6,5,15,15,0,6,2,0,0,0,1,2,24,8,5,0,0,8,12,6,1,0,3,1,14,1,38,21,2,10,2
63,19,0,5,7,28,3,12,3,0,2,1,0,14,2,70,34,0,0,0,0,3,1,4,0,13,12,14,0,9,5,0,0,1,2,2,19,9,3,2,0,12,12,12,2,1,3,10,25,5,42,17,3,13,2
90,13,1,6,7,31,7,14,5,1,10,4,0,20,1,70,26,0,0,0,0,6,0,0,2,10,20,12,1,3,3,0,0,1,4,4,19,12,4,3,0,14,26,18,10,0,2,17,26,7,42,21,6,17,2
91,17,0,9,5,33,4,17,7,1,9,4,0,29,3,80,35,0,0,0,0,7,9,2,2,9,17,15,0,3,3,2,0,0,2,5,22,13,3,3,1,6,22,4,6,5,11,12,31,2,56,21,2,16,2
104,18,4,9,6,31,15,3,3,3,7,2,0,19,4,82,25,0,0,0,0,1,1,0,4,13,13,19,1,2,2,1,0,2,2,7,21,19,5,1,8,10,32,15,3,1,8,20,31,8,37,16,1,18,2
56,16,0,3,7,23,5,9,4,1,1,2,0,6,1,44,22,0,0,0,0,1,0,0,3,1,10,9,0,2,4,0,0,0,2,0,14,2,6,4,0,9,14,17,0,0,2,0,1,1,12,4,5,9,2
41,22,0,3,5,15,8,2,3,1,8,0,0,4,0,48,14,0,0,0,0,0,1,0,0,10,7,8,0,2,5,0,0,0,1,3,12,7,2,1,0,3,23,10,2,1,3,2,13,5,16,14,3,12,2
81,22,1,8,11,19,7,11,5,3,4,4,0,20,4,69,21,0,0,0,0,4,3,0,1,11,15,26,0,1,2,0,0,0,2,2,25,9,5,2,6,11,24,10,3,3,1,4,12,1,39,27,2,15,2
85,7,0,9,0,23,10,5,6,0,6,3,0,5,4,49,21,0,0,0,0,0,0,0,3,0,7,10,0,3,0,0,0,1,1,3,17,6,2,1,0,4,14,9,2,0,2,2,14,1,17,2,4,7,2
65,11,1,7,9,17,2,9,3,0,13,1,0,16,2,55,16,0,0,0,0,1,1,2,1,3,7,16,1,1,4,1,0,0,4,3,17,8,4,0,0,16,15,7,2,0,1,1,13,6,29,17,4,12,2
71,23,1,5,10,21,2,5,4,0,15,2,0,14,3,55,12,0,0,0,0,1,1,1,2,6,16,11,2,3,2,1,0,2,0,2,16,9,1,0,0,12,15,4,0,2,0,6,17,7,27,14,6,5,2
81,25,1,5,5,24,7,18,3,0,8,6,0,6,4,72,15,1,0,0,0,0,1,0,3,6,17,12,1,4,4,1,0,0,2,2,47,7,2,1,2,4,27,5,2,0,1,6,24,2,27,16,3,11,2
31,11,0,6,6,10,4,1,0,0,6,2,0,11,1,27,11,0,0,0,0,1,0,0,1,4,7,7,0,0,3,0,0,0,2,1,16,2,0,3,3,6,8,1,0,0,0,0,4,1,15,8,0,13,2
76,21,0,2,7,33,12,8,5,1,7,1,0,2,0,82,14,0,0,0,0,1,2,1,2,7,10,10,0,6,3,0,0,1,0,1,25,9,0,3,0,12,26,3,1,0,4,0,20,2,21,22,1,13,2
57,12,1,1,1,12,6,11,3,2,11,0,0,9,1,44,13,0,0,0,0,0,3,1,3,8,9,25,0,4,1,1,0,0,0,1,17,5,1,3,0,11,24,7,2,0,1,1,15,2,25,21,2,10,2
41,8,1,7,6,28,6,8,5,0,5,2,0,15,1,62,13,0,0,0,0,7,1,0,2,15,19,12,0,0,4,1,0,0,5,4,10,11,5,0,2,2,18,4,2,0,1,4,19,10,39,25,0,8,2
58,18,0,14,7,25,5,2,10,1,10,1,0,37,9,59,15,1,0,0,0,2,5,1,5,18,20,22,0,4,4,1,0,0,6,3,18,20,3,2,1,15,21,8,5,4,5,17,39,13,68,30,2,24,2
94,23,0,5,14,72,11,11,7,1,3,1,0,3,1,59,22,0,0,0,0,0,0,1,1,13,13,9,1,2,2,2,0,0,1,3,20,6,2,1,8,13,13,3,0,0,1,1,11,2,16,6,16,9,2
77,17,0,7,5,41,4,11,8,0,7,5,0,9,4,70,13,0,0,0,0,1,0,0,2,16,18,14,0,2,3,1,0,2,2,1,28,5,1,1,1,9,19,5,1,1,2,1,19,3,21,12,6,19,2
67,7,0,7,5,25,0,15,5,2,3,14,0,2,0,47,14,0,0,0,0,1,0,0,5,12,7,10,0,3,2,2,0,0,1,1,16,7,1,2,1,12,16,11,0,0,0,0,7,0,33,14,0,10,2
81,31,0,6,6,27,10,6,5,1,0,74,0,4,4,66,17,0,0,0,0,0,0,0,4,5,5,16,0,3,3,1,0,0,1,1,33,10,5,2,1,10,22,1,0,1,0,0,18,1,32,13,8,8,2
91,25,0,4,7,32,4,12,7,0,4,18,0,3,2,78,19,0,0,0,0,0,0,0,6,11,9,8,1,1,0,0,0,0,3,0,30,3,2,2,1,7,26,6,0,0,0,0,13,0,17,6,9,9,2
62,16,0,3,5,17,7,8,6,0,6,0,0,2,4,60,13,0,0,0,0,7,6,0,0,13,10,13,10,2,3,1,0,0,4,4,27,4,7,5,1,3,18,3,0,0,2,0,2,4,17,14,2,7,2
19,6,0,2,1,4,2,2,4,0,2,1,0,5,3,31,8,0,0,0,0,0,0,0,1,1,5,4,0,2,0,0,0,1,1,0,4,2,0,1,1,3,11,0,0,0,0,1,3,0,10,11,2,7,2
74,22,1,7,10,18,4,2,12,0,7,0,0,6,1,52,19,0,0,0,0,1,0,0,2,7,5,12,0,5,5,4,0,0,10,3,10,10,2,1,1,5,23,3,2,0,1,0,5,0,18,14,2,13,2
64,29,6,5,8,24,3,5,5,0,8,4,0,9,2,67,16,0,0,0,0,0,0,0,2,12,8,15,0,8,2,4,0,1,3,0,12,5,0,5,0,12,24,0,0,1,4,1,5,4,22,17,7,3,2
73,18,0,4,7,26,7,9,6,1,2,1,0,4,2,67,15,0,0,0,0,2,0,2,2,10,9,11,2,4,1,1,0,0,2,2,20,3,6,5,0,12,16,6,0,2,0,1,18,4,14,13,0,5,2
68,13,0,2,1,25,10,7,3,0,6,1,0,6,4,53,18,0,0,0,0,3,1,0,7,9,9,16,0,2,2,3,0,0,2,2,29,16,2,6,0,13,20,9,3,0,2,1,14,7,22,17,4,12,2
67,8,0,2,6,23,1,11,1,1,3,2,0,9,2,55,13,0,0,0,0,3,0,0,2,7,14,15,2,4,7,1,0,0,1,0,25,11,5,4,0,13,15,2,0,1,0,2,16,7,23,12,3,9,2
